title,appeared,type,rank,factCount,lastActivity,exampleCount,bookCount,paperCount,numberOfUsers,numberOfJobs,githubBigQuery.repos,wikipedia.dailyPageViews
CSL,1966,pl,2572,18,1966,0,5,0,0,0,0,0
phylip,1991,textDataFormat,2573,18,1991,1,0,0,0,0,0,0
Public Key File,1995,application,2574,18,1995,1,0,0,0,0,0,0
REALBasic (now Xojo),1996,pl,2575,18,1996,0,0,0,0,0,17,0
Standard for Exchange of Non-clinical Data,2002,standard,2576,10,2016,0,0,0,85,0,0,13
VAL,1980,pl,2577,14,2008,0,0,0,85,0,0,13
Robot Battle,1994,pl,2578,15,2004,0,0,0,85,0,0,13
INFER,1992,pl,2579,16,2004,0,0,0,85,0,0,13
S/SL,1980,pl,2580,16,2004,0,0,0,85,0,0,13
ALCOR,1959,pl,2581,14,2006,0,0,0,45,0,0,5
Larceny Scheme implementation,2017,pl,2582,14,2017,0,0,0,45,0,0,5
Acornsoft Logo,1985,pl,2583,15,2011,0,0,0,45,0,0,5
Napier88,1989,pl,2584,15,2006,0,0,0,45,0,0,5
Tymshare SuperBasic,1968,pl,2585,14,2016,0,0,0,25,0,0,1
eco-editor,2012,editor,2586,17,2022,0,0,0,83,0,0,0
sham,2016,grammarLanguage,2587,13,2022,0,0,0,81,0,0,0
Dexterity,1991,pl,2588,12,1991,0,0,1,80,0,0,12
DARPA Agent Markup Language,1999,xmlFormat,2589,14,1999,0,0,0,80,0,0,12
PASCAL/MT+,1988,pl,2590,14,1988,0,0,0,80,0,0,12
LIMDEP,1980,pl,2591,15,1980,0,0,0,80,0,0,12
SASL,1972,pl,2592,15,2004,0,0,0,80,0,0,12
Atom,2007,pl,2593,17,2009,0,0,0,80,0,0,12
grid-notation,2013,textDataFormat,2594,16,2022,0,0,0,79,0,0,0
fork-lang,2014,pl,2595,17,2022,0,0,0,79,0,0,0
MewMew,2020,esolang,2596,16,2022,0,0,0,77,0,0,0
Snit,2002,pl,2597,13,2018,0,0,0,40,0,0,4
NCAR Command Language,1990,pl,2598,15,2016,0,0,0,40,0,0,4
Khepri,2012,pl,2599,14,2015,0,0,0,76,0,0,0
Typographical Number Theory,1979,notation,2600,10,1979,0,0,0,75,0,0,11
SISC,2007,pl,2601,13,2007,0,0,0,75,0,0,11
Scheme 2-D,2021,pl,2602,15,2022,0,0,0,75,0,0,0
Secure Operations Language,1970,pl,2603,15,2006,0,0,0,75,0,0,11
UNCOL,1958,ir,2604,15,2004,0,0,0,75,0,0,11
sugartex,2018,textMarkup,2605,16,2020,0,0,0,75,0,0,0
Alpha,1971,pl,2606,17,2006,0,0,0,75,0,0,11
ALTRAN,1968,pl,2607,17,2005,0,0,0,75,0,0,11
PowerHouse,1988,pl,2608,17,2006,0,0,0,75,0,0,11
ed,1973,editor,2609,7,1973,0,0,0,20,0,0,0
y-lang,2019,pl,2610,16,2022,0,0,0,74,0,0,0
Calypso,2020,pl,2611,16,2022,0,0,0,71,0,0,0
Mama,2010,pl,2612,16,2010,0,0,0,71,0,0,10
ZigZag,1965,knowledgeBase,2613,9,1965,0,0,0,70,0,0,10
Actor,1988,pl,2614,10,1988,0,0,0,70,0,0,10
Gello Expression Language,2001,pl,2615,11,2001,0,0,0,70,0,0,10
OMeta,2007,grammarLanguage,2616,11,2007,0,0,0,70,0,0,10
NPL,1977,pl,2617,13,1977,0,0,0,70,0,0,10
SR,1988,pl,2618,13,2008,0,0,0,70,0,0,10
IFPS,1970,pl,2619,14,2007,0,0,0,70,0,0,10
Matita,1999,pl,2620,14,1999,0,0,1,70,0,0,10
Abstract State Machine Language,2001,pl,2621,15,2006,0,0,0,70,0,0,10
CA-Telon,1981,pl,2622,15,2006,0,0,0,70,0,0,10
Lynx,1984,pl,2623,16,2001,0,0,0,70,0,0,10
PIKT,1998,pl,2624,16,2007,0,0,0,70,0,0,10
Snowball,1971,pl,2625,16,2006,0,0,0,70,0,0,10
whack,2018,pl,2626,16,2022,0,0,0,70,0,0,0
Distributed Application Specification Language,1999,pl,2627,17,2007,0,0,0,70,0,0,10
preforth,2018,pl,2628,17,2022,0,0,0,70,0,0,0
Smalltalk MT,1994,pl,2629,13,2007,0,0,0,35,0,0,3
MINC,1985,pl,2630,15,2004,0,0,0,35,0,0,3
OWBasic,2000,pl,2631,15,2010,0,0,0,35,0,0,3
Phoenix Object Basic,2001,pl,2632,15,2002,0,0,0,35,0,0,3
Occam π,2005,pl,2633,17,2006,0,0,0,65,0,0,9
quaint-lang,2015,pl,2634,17,2021,0,0,0,62,0,0,0
Gauche Scheme implementation,1998,pl,2635,17,2018,0,0,0,61,0,0,8
Ecological Metadata Language,1997,xmlFormat,2636,17,2005,0,0,0,60,0,0,8
muMath,1978,pl,2637,17,2004,0,0,0,60,0,0,8
PALcode,1996,isa,2638,17,2006,0,0,0,60,0,0,8
PICT,1992,pl,2639,17,2006,0,0,0,60,0,0,8
YAP,1985,pl,2640,17,2013,0,0,2,60,0,0,8
IBM HAScript,1990,pl,2641,17,2004,0,0,0,50,0,0,6
PL-11,1971,pl,2642,17,2004,0,0,0,50,0,0,6
ROOP,1995,pl,2643,17,2004,0,0,0,50,0,0,6
ZOPL,1979,pl,2644,17,2006,0,0,0,50,0,0,6
Kermeta,2012,pl,2645,17,2012,0,0,3,46,0,0,5
FX-87,1987,pl,2646,17,2002,0,0,0,45,0,0,5
JAWS Scripting Language,2008,pl,2647,17,2011,0,0,0,45,0,0,5
MacroML,2001,pl,2648,17,2005,0,0,0,45,0,0,5
remix,2016,pl,2649,17,2022,0,0,0,45,0,0,0
ShEx,2012,grammarLanguage,2650,17,2013,1,0,0,45,0,0,5
Business Object Notation,1989,notation,2651,17,2005,0,0,0,41,0,0,4
CYBIL,1980,pl,2652,17,2011,0,0,0,40,0,0,4
Datapoint's Advanced Systems Language,1982,pl,2653,17,2004,0,0,0,40,0,0,4
FORMAC,1993,pl,2654,17,2005,0,0,0,40,0,0,4
neutron,2019,pl,2655,17,2022,0,0,0,33,0,0,0
emerald-lang,2019,pl,2656,17,2022,0,0,0,27,0,0,0
tibet,1997,framework,2657,17,2022,0,0,0,18,0,0,0
Ad-hoc,2017,pl,2658,17,2019,0,0,0,14,0,0,0
polymath,2020,textMarkup,2659,17,2022,0,0,0,14,0,0,0
Edina,2022,pl,2660,17,2022,0,0,0,10,0,0,0
rocket,2018,pl,2661,17,2019,0,0,0,9,0,0,0
Jammy,2021,pl,2662,17,2021,0,0,0,8,0,0,0
nlpl,2018,pl,2663,17,2021,1,0,0,8,0,0,0
lsd,2016,textMarkup,2664,17,2019,0,0,0,7,0,0,0
Calc4,2018,pl,2665,17,2022,1,0,0,5,0,0,0
eskew,2019,pl,2666,17,2021,0,0,0,3,0,0,0
Serious,2021,pl,2667,17,2022,1,0,0,2,0,0,0
boa,2013,plzoo,2668,17,2013,0,0,0,1,0,0,0
c-talk,1999,pl,2669,17,1999,1,0,0,1,0,0,0
Freefem,2000,pl,2670,17,2022,0,0,0,1,0,0,0
hilbert,2014,pl,2671,17,2014,0,4,0,1,0,0,0
Lush,2002,pl,2672,17,2002,1,0,0,1,0,0,0
Pickle,1995,binaryDataFormat,2673,17,1995,1,0,0,1,0,0,0
pikachu,2017,esolang,2674,17,2017,1,0,0,1,0,0,0
Spice,2021,pl,2675,17,2021,0,1,0,1,0,0,0
ttsneo,2006,pl,2676,17,2006,1,0,0,1,0,0,0
Typoscript,1998,dataNotation,2677,17,1998,1,0,0,1,0,0,0
Algae,1997,pl,2678,17,1997,1,0,0,0,0,0,0
ASCII Armor,2007,textEncodingFormat,2679,17,2007,1,0,0,0,0,0,0
Homespring,2003,pl,2680,17,2003,1,0,0,0,0,0,0
PLAIN,1976,pl,2681,17,1976,0,0,6,0,0,0,0
Post-X,1980,grammarLanguage,2682,17,1980,1,0,0,0,0,0,0
prompter,2011,pl,2683,17,2011,1,0,0,0,0,0,0
ssl-lang,1976,pl,2684,17,1976,1,0,0,0,0,0,0
Squire,2021,pl,2685,13,2022,0,0,0,66,0,0,0
Subtext,2005,pl,2686,16,2009,0,0,0,66,0,0,9
CAL Actor Language,2001,pl,2687,12,2001,0,0,0,65,0,0,9
FuzzyCLIPS,1995,knowledgeBase,2688,13,2011,0,0,0,65,0,0,9
Tektronix 4050,1980,pl,2689,13,2004,0,0,0,65,0,0,9
IBM 1401 Symbolic Programming System,1959,compiler,2690,15,2007,0,0,0,65,0,0,9
Information Algebra,1962,pl,2691,15,2006,0,0,0,65,0,0,9
PVS,1992,pl,2692,15,1992,0,0,0,65,0,0,9
Real-time Cmix,1992,pl,2693,15,2004,0,0,0,65,0,0,9
Strand,1989,pl,2694,15,2006,0,0,0,65,0,0,9
Actor-Based Concurrent Language,1986,pl,2695,16,2007,0,0,0,65,0,0,9
SBASIC,1983,pl,2696,14,2016,0,0,0,30,0,0,2
Tiger-BASIC,1986,pl,2697,14,2010,0,0,0,30,0,0,2
IBM Rational SQABasic,1996,pl,2698,15,2009,0,0,0,30,0,0,2
High Tech BASIC,1988,pl,2699,15,2007,0,0,0,25,0,0,1
Mentat,1987,pl,2700,15,1987,0,0,3,0,0,0,0
BlazeX,2020,pl,2701,16,2022,0,0,0,64,0,0,0
setlx,2011,pl,2702,14,2022,0,0,0,62,0,0,0
Knight,2021,pl,2703,15,2022,0,0,0,62,0,0,0
Hook,2021,pl,2704,15,2022,0,0,0,61,0,0,0
Hummingbird QuickScript,1990,pl,2705,14,2012,0,0,0,25,0,0,1
Stratego/XT,1998,grammarLanguage,2706,9,1998,0,0,0,60,0,0,8
DAML+OIL,2001,pl,2707,14,2006,0,0,0,60,0,0,8
SIMPLE,1980,pl,2708,14,2014,0,0,0,60,0,0,8
XCore Architecture,2007,isa,2709,14,2009,0,0,0,60,0,0,8
Advanced Continuous Simulation Language,1967,pl,2710,15,2006,0,0,0,60,0,0,8
Averest,2005,pl,2711,15,2011,0,0,0,60,0,0,8
EUMEL,1979,pl,2712,16,2005,0,0,0,60,0,0,8
Secure Scuttlebutt,2014,protocol,2713,7,2014,0,0,0,22,0,0,0
MathType,1987,application,2714,13,2022,0,0,0,21,0,0,0
flame-ir,2015,ir,2715,16,2022,0,0,0,59,0,0,0
toki sona,2021,pl,2716,16,2022,0,0,0,59,0,0,0
CokeScript,2015,pl,2717,14,2022,0,0,0,58,0,0,0
QED,1967,editor,2718,5,1967,0,0,0,20,0,0,0
Common Log Format,1995,textDataFormat,2719,6,1995,1,0,0,20,0,0,0
Ethernet,1973,protocol,2720,6,1973,0,0,0,20,0,0,0
JPEG,1992,binaryDataFormat,2721,6,1992,0,0,0,20,0,0,0
Open Financial Exchange,1997,xmlFormat,2722,6,1997,0,0,0,20,0,0,0
patch,1985,unixApplication,2723,6,1985,0,0,0,20,0,0,0
ex,1978,editor,2724,7,1978,0,0,0,20,0,0,0
Mass Energy Equation,1905,equation,2725,7,1905,0,0,0,20,0,0,0
Autoconf,1991,configFormat,2726,8,1991,0,0,0,20,0,0,0
Interpress,1986,textMarkup,2727,11,1986,0,0,0,20,0,0,0
XGMML,2006,pl,2728,12,2006,0,0,0,55,0,0,7
FILETAB,1966,pl,2729,13,1986,0,0,0,55,0,0,7
Service Modeling Language,2009,pl,2730,13,2009,0,0,0,55,0,0,7
SA-C,1998,pl,2731,14,2007,0,0,0,55,0,0,7
BEFLIX,1963,pl,2732,15,2006,0,0,0,55,0,0,7
Data Access Language,1990,pl,2733,15,2005,0,0,0,55,0,0,7
CorVision,1986,pl,2734,16,2006,0,0,0,55,0,0,7
IAL,1958,pl,2735,16,2002,0,0,0,55,0,0,7
Joe-E,2004,pl,2736,16,2009,0,0,0,55,0,0,7
O-Matrix,1994,pl,2737,16,2006,0,0,0,55,0,0,7
CHIP,1985,pl,2738,16,2006,0,0,0,50,0,0,6
DATATRIEVE,1970,queryLanguage,2739,16,2005,0,0,0,50,0,0,6
AIML,2001,dataNotation,2740,16,2022,0,0,0,46,0,0,0
System 2,2008,pl,2741,16,2008,0,0,0,46,0,0,5
AMBIT,1964,pl,2742,16,2011,0,0,0,40,0,0,4
Insitux,2021,pl,2743,16,2022,0,0,0,40,0,0,0
o:XML,2002,pl,2744,16,2004,0,0,0,40,0,0,4
Cane,2022,musicalNotation,2745,16,2022,0,0,0,37,0,0,0
sill,2015,pl,2746,16,2020,0,0,0,36,0,0,0
Business application language,1974,pl,2747,16,2006,0,0,0,35,0,0,3
IITRAN,1969,pl,2748,16,2004,0,0,0,35,0,0,3
r3,2021,pl,2749,16,2022,0,0,0,32,0,0,0
Tefkat,2004,pl,2750,16,2006,1,0,0,31,0,0,2
Compact Application Solution Language,1997,pl,2751,16,2005,0,0,0,30,0,0,2
FXScript,2002,pl,2752,16,2010,1,0,0,30,0,0,2
ProSet,1990,pl,2753,16,2004,0,0,0,30,0,0,2
Minilang,2016,interpreter,2754,16,2022,0,0,0,28,0,0,0
runiq,2015,pl,2755,16,2020,0,0,0,27,0,0,0
20-GATE,1961,pl,2756,16,2001,0,0,0,25,0,0,1
Citrine,2014,pl,2757,16,2014,1,0,0,21,0,0,0
PCrap,2021,pl,2758,16,2022,0,0,0,21,0,0,0
RigC,2021,pl,2759,16,2022,0,0,0,21,0,0,0
Chika,2019,pl,2760,16,2022,0,0,0,18,0,0,0
latte-js,2012,pl,2761,16,2015,1,0,0,18,0,0,0
duro,2003,queryLanguage,2762,16,2020,0,0,0,17,0,0,0
Lesma,2022,pl,2763,16,2022,0,0,0,14,0,0,0
HuwCode,2018,pl,2764,16,2022,0,0,0,12,0,0,0
penguor,2020,pl,2765,16,2022,0,0,0,12,0,0,0
taxa,2014,pl,2766,16,2021,0,0,0,12,0,0,0
acorn-lang,2015,pl,2767,16,2022,0,0,0,11,0,0,0
newclay,2011,pl,2768,16,2016,0,0,0,8,0,0,0
Idio,2015,pl,2769,16,2022,0,0,0,7,0,0,0
Mewl,2022,esolang,2770,16,2022,0,0,0,7,0,0,0
codeflow,2014,pl,2771,16,2019,0,0,0,6,0,0,0
Storymatic,2022,pl,2772,16,2022,0,0,0,5,0,0,0
Esoteric Reaction,2020,esolang,2773,16,2022,1,0,0,4,0,0,0
Horse64,2020,pl,2774,16,2022,0,0,0,4,0,0,0
passambler,2015,pl,2775,16,2015,0,0,0,4,0,0,0
rockstar-rkt,2019,pl,2776,16,2019,0,0,0,4,0,0,0
Workfl,2019,textMarkup,2777,16,2021,0,0,0,3,0,0,0
GamerLanguage,2021,pl,2778,16,2021,0,0,0,2,0,0,0
Entropy,2021,esolang,2779,16,2021,1,0,0,1,0,0,0
links,2016,pl,2780,16,2016,0,0,5,1,0,0,0
Loom,1987,knowledgeBase,2781,16,1987,1,0,0,1,0,0,0
o42a,2010,pl,2782,16,2010,1,0,0,1,0,0,0
operon,2018,queryLanguage,2783,16,2018,1,0,0,1,0,0,0
Planguage,2001,dataNotation,2784,16,2001,1,0,0,1,0,0,0
runic,2017,template,2785,16,2017,1,0,0,1,0,0,0
SARL,2013,pl,2786,16,2013,0,0,0,1,0,0,0
Suneido,2000,pl,2787,16,2022,0,0,0,1,0,0,0
whalecalf,2000,grammarLanguage,2788,16,2000,1,0,0,1,0,0,0
DAS,1962,pl,2789,16,1962,0,0,5,0,0,0,0
g-expressions,2012,pl,2790,16,2012,1,0,0,0,0,0,0
Metaweb Query Language,2006,queryLanguage,2791,16,2006,1,0,0,0,0,0,0
Newton,1977,pl,2792,16,1977,0,5,0,0,0,0,0
Pandora,1989,pl,2793,16,1989,0,0,6,0,0,0,0
PSI,2013,pl,2794,16,2013,0,5,0,0,0,0,0
rapidgen-rpl,1983,pl,2795,16,1983,1,0,0,0,0,0,0
rbscript,1996,pl,2796,16,1996,3,0,0,0,0,0,0
Rust HIR,2015,ir,2797,16,2015,1,0,0,0,0,0,0
WebAssembly Text Format,2015,pl,2798,16,2015,1,0,0,0,0,0,0
xduce,2003,pl,2799,16,2003,1,0,0,0,0,0,0
euboea,2018,pl,2800,12,2019,0,0,0,54,0,0,0
WLambda,2019,pl,2801,13,2022,0,0,0,53,0,0,0
zlang,2017,pl,2802,13,2022,0,0,0,51,0,0,0
Nuprl,1984,pl,2803,13,1984,0,0,0,50,0,0,6
ABSYS,1966,pl,2804,14,2002,0,0,0,50,0,0,6
KL0,1982,pl,2805,14,1986,0,0,0,50,0,0,6
AIL,2016,ir,2806,15,2022,0,0,0,50,0,0,0
cql,1998,pl,2807,15,2007,0,0,0,50,0,0,6
nulan,2012,pl,2808,15,2021,0,0,0,50,0,0,0
QUTE,1986,pl,2809,15,2014,0,0,0,50,0,0,6
Hot Cocoa Lisp,2013,pl,2810,15,2015,0,0,0,47,0,0,0
XDR Schema,1998,xmlFormat,2811,9,1998,0,0,0,45,0,0,5
Schema for Object-Oriented XML,1998,xmlFormat,2812,10,1998,0,0,0,45,0,0,5
LEXX,1985,editor,2813,11,1985,0,0,0,45,0,0,5
COFFEE Cinema 4D,1992,pl,2814,15,2006,0,0,0,45,0,0,5
Visual DialogScript,2000,pl,2815,15,2002,0,0,0,45,0,0,5
Bayer Expressions,2018,dataNotation,2816,14,2018,1,0,0,0,0,0,0
ed script,1973,diffFormat,2817,14,1973,1,0,0,0,0,0,0
Datomic,2012,queryLanguage,2818,12,2012,1,0,0,1,0,0,0
cytosol,2020,pl,2819,13,2022,0,0,0,43,0,0,0
IpTables Rope,2005,pl,2820,15,2005,0,0,0,41,0,0,4
Sort Merge Generator,1951,pl,2821,12,2007,0,0,0,40,0,0,4
CLX,1985,pl,2822,13,1985,0,0,0,40,0,0,4
Scriptol,2001,pl,2823,13,2008,0,0,0,40,0,0,4
Adenine,1999,pl,2824,14,2007,0,0,0,40,0,0,4
Lagoona,1997,pl,2825,14,2005,0,0,0,40,0,0,4
TACPOL,1976,pl,2826,14,2005,0,0,0,40,0,0,4
MARIA XML,2009,xmlFormat,2827,15,2011,0,0,0,40,0,0,4
BBj,2001,pl,2828,11,2001,0,0,0,16,0,0,-1
BBx,1985,pl,2829,12,1985,0,0,0,15,0,0,-1
Yakou Lang,2021,pl,2830,13,2022,0,0,0,39,0,0,0
Typecast.js,2013,pl,2831,14,2014,0,0,0,38,0,0,0
Curly,2021,pl,2832,15,2022,0,0,0,38,0,0,0
Rye,2019,pl,2833,13,2022,0,0,0,37,0,0,0
R2ML,2003,xmlFormat,2834,13,2003,0,0,0,36,0,0,3
JSML,2001,xmlFormat,2835,12,2004,0,0,0,35,0,0,3
SYMBOLIC ASSEMBLY,1956,assembly,2836,12,1956,0,0,0,35,0,0,3
SheerPower4GL,2000,pl,2837,13,2006,0,0,0,35,0,0,3
FleXML,2001,pl,2838,14,2005,0,0,0,35,0,0,3
GRML,2003,pl,2839,14,2005,0,0,0,35,0,0,3
Robic,1975,pl,2840,14,2010,0,0,0,35,0,0,3
ThingLab,1979,pl,2841,14,2006,0,0,0,35,0,0,3
51forth,1980,pl,2842,15,2001,0,0,0,35,0,0,3
Concurrent METATEM,1993,pl,2843,15,2009,0,0,0,35,0,0,3
LispMe,2008,pl,2844,15,2008,0,0,0,35,0,0,3
Met-English,1950,pl,2845,15,2005,0,0,0,35,0,0,3
ObjectPAL,1993,pl,2846,15,2002,0,0,0,35,0,0,3
Tag Line Commands,2015,pl,2847,15,2022,0,0,0,13,579,0,0
daonode,2011,pl,2848,14,2015,0,0,0,34,0,0,0
RustScript,2021,pl,2849,15,2022,0,0,0,32,0,0,0
mawk,1991,pl,2850,14,1991,0,0,0,31,0,0,2
shadama,2017,pl,2851,14,2021,0,0,0,31,0,0,0
rio,2017,pl,2852,15,2022,0,0,0,31,0,0,0
RicScript,2019,pl,2853,13,2022,0,0,0,30,0,0,0
RunRev,2003,pl,2854,13,2016,0,0,0,30,0,0,2
XMTC,1990,pl,2855,13,2007,0,0,0,30,0,0,2
APE100,1995,pl,2856,14,2011,0,0,0,30,0,0,2
BasicX,1998,pl,2857,14,2006,0,0,0,30,0,0,2
RASP,1988,pl,2858,14,2016,0,0,0,30,0,0,2
CaPSL,1989,pl,2859,15,2009,0,0,0,30,0,0,2
CorbaScript,1998,pl,2860,15,2011,0,0,0,30,0,0,2
Bizubee,2015,pl,2861,15,2017,0,0,0,29,0,0,0
KavaScript,2021,pl,2862,15,2022,0,0,0,29,0,0,0
Octune,2021,pl,2863,15,2022,0,0,0,26,0,0,0
Baby modula-3,1993,pl,2864,15,2018,0,0,0,25,0,0,1
Hbasic,2007,pl,2865,15,2007,0,0,0,25,0,0,1
mlpolyr,2016,pl,2866,15,2021,0,0,0,25,0,0,0
Multi-user BASIC,1980,pl,2867,15,2006,0,0,0,25,0,0,1
Riff,2020,pl,2868,15,2022,0,0,0,23,0,0,0
GeoGebra,2001,application,2869,15,2022,0,0,0,21,0,0,0
Cotton,2021,pl,2870,15,2022,0,0,0,20,0,0,0
ForthScript,2020,pl,2871,15,2022,0,0,0,17,0,0,0
lamderp,2013,pl,2872,15,2013,0,0,0,15,0,0,0
Iode,2015,pl,2873,15,2020,0,0,0,12,0,0,0
PearScript,2016,pl,2874,15,2016,0,0,0,11,0,0,0
woe,2009,pl,2875,15,2021,0,0,0,10,0,0,0
H++,2013,pl,2876,15,2019,0,0,0,9,0,0,0
Jingo,2020,pl,2877,15,2022,0,0,0,9,0,0,0
Hina,2020,pl,2878,15,2021,0,0,0,7,0,0,0
microl,2021,pl,2879,15,2022,0,0,0,7,0,0,0
Fern,2022,pl,2880,15,2022,0,0,0,6,0,0,0
MeanscriptCLI,2020,pl,2881,15,2021,0,0,0,6,0,0,0
cosh,2022,pl,2882,15,2023,1,0,0,5,0,0,0
mountain,2019,pl,2883,15,2022,0,0,0,5,0,0,0
lambcalc,2019,pl,2884,15,2019,0,0,0,3,0,0,0
Broccoli,2020,pl,2885,15,2020,0,0,0,2,0,0,0
draconian,2021,pl,2886,15,2022,0,0,0,2,0,0,0
mai,2019,pl,2887,15,2020,0,0,0,2,0,0,0
8th,2014,pl,2888,15,2022,1,0,0,1,0,0,0
arvelie-format,2017,timeFormat,2889,15,2017,1,0,0,1,0,0,0
converge,2004,pl,2890,15,2004,1,0,0,1,0,0,0
Flare,2001,pl,2891,15,2001,1,0,0,1,0,0,0
michelson,2017,pl,2892,15,2017,0,0,0,1,0,0,0
MINI OBJECT-ORIENTED LANGUAGE,2010,pl,2893,15,2010,1,0,0,1,0,0,0
plasma,2015,pl,2894,15,2017,0,0,0,1,0,0,0
Timpani,2017,textMarkup,2895,15,2017,0,0,0,1,0,0,0
AArch64,2011,assembly,2896,15,2011,0,6,0,0,0,0,0
CLASS,1970,pl,2897,15,1970,0,0,4,0,0,0,0
Edison,1992,pl,2898,15,1992,0,5,0,0,0,0,0
Electre,1983,pl,2899,15,1983,0,0,4,0,0,0,0
EverParse3D,2022,idl,2900,15,2022,1,0,0,0,0,0,0
GRIN,1977,pl,2901,15,1977,1,0,0,0,0,0,0
guru,2009,pl,2902,15,2009,1,0,0,0,0,0,0
iikuse,2010,esolang,2903,15,2010,1,0,0,0,0,0,0
manticore,2009,pl,2904,15,2009,1,0,0,0,0,0,0
Nelua,2019,pl,2905,15,2019,1,0,0,0,0,0,0
PLEASE,1984,pl,2906,15,1984,0,1,1,0,0,0,0
Seq,2019,pl,2907,15,2019,1,0,0,0,0,0,0
strudel,2011,textDataFormat,2908,15,2011,1,0,0,0,0,0,0
V,1997,pl,2909,15,1997,0,4,1,0,0,0,0
XML Query Language,1998,queryLanguage,2910,15,1998,1,0,0,0,0,0,0
xt3d,2000,grammarLanguage,2911,15,2000,1,0,0,0,0,0,0
MathJax,2008,textMarkup,2912,13,2022,0,0,0,1,0,0,0
nirvana,2018,pl,2913,14,2019,0,0,0,26,0,0,0
truck,2019,pl,2914,13,2022,0,0,0,25,0,0,0
X-BASIC,1987,pl,2915,13,2005,0,0,0,25,0,0,1
t-lang,2019,pl,2916,14,2022,0,0,0,25,0,0,0
Xupdate,2000,pl,2917,14,2006,0,0,0,25,0,0,1
LSP,2016,protocol,2918,8,2016,0,0,0,21,0,0,0
root-format,1994,binaryDataFormat,2919,8,1994,0,0,0,21,0,0,0
DomainKeys Identified Mail,2004,standard,2920,9,2004,0,0,0,21,0,0,0
GHC,1992,compiler,2921,9,1992,0,0,0,21,0,0,0
JMAP,2019,protocol,2922,9,2019,0,0,0,21,0,0,0
PSYCO,2007,grammarLanguage,2923,10,2007,0,0,0,21,0,0,0
alfred,1972,pl,2924,11,2010,0,0,0,21,0,0,0
Boost C++ libraries,1998,library,2925,11,2022,0,0,0,21,0,0,0
Docker,2013,application,2926,13,2022,0,0,0,21,0,0,0
parquet,2014,binaryDataFormat,2927,13,2014,0,0,0,21,0,0,0
Linoleum (L.in.oleum),1996,pl,2928,14,1996,0,0,0,21,0,0,0
GraphQL+-,2017,queryLanguage,2929,9,2017,0,0,0,1,0,0,0
mockingbird-notation,1996,notation,2930,10,1996,0,0,0,1,0,0,0
kernel,2009,pl,2931,11,2009,0,0,0,1,0,0,0
Soulver,2005,editor,2932,12,2005,1,0,0,1,0,0,0
Sourcetree,2010,application,2933,12,2010,0,0,0,1,0,0,0
Abacus,-2700,computingMachine,2934,4,-2700,0,0,0,20,0,0,0
ADS-B,2006,standard,2935,4,2006,0,0,0,20,0,0,0
Attic numerals,-600,numeralSystem,2936,4,-600,0,0,0,20,0,0,0
Bit array,2004,dataStructure,2937,4,2004,0,0,0,20,0,0,0
Fast Fourier Transform Equation,1965,equation,2938,4,1965,0,0,0,20,0,0,0
Feynman diagram,1948,notation,2939,4,1948,0,0,0,20,0,0,0
Greek numerals,-300,numeralSystem,2940,4,-300,0,0,0,20,0,0,0
Navier-Stokes Equation,1821,equation,2941,4,1821,0,0,0,20,0,0,0
Pascal's calculator,1642,computingMachine,2942,4,1642,0,0,0,20,0,0,0
Roman abacus,-2700,computingMachine,2943,4,-2700,0,0,0,20,0,0,0
Roman numerals,-900,numeralSystem,2944,4,-900,0,0,0,20,0,0,0
SPARQCode,2010,barCodeFormat,2945,4,2010,0,0,0,20,0,0,0
Sender Policy Framework,2000,standard,2946,4,2000,0,0,0,20,0,0,0
ALOHAnet,1971,protocol,2947,5,1971,0,0,0,20,0,0,0
CueCat,2000,barCodeFormat,2948,5,2000,0,0,0,20,0,0,0
Etruscan numerals,-700,numeralSystem,2949,5,-700,0,0,0,20,0,0,0
Liber Abaci,1202,notation,2950,5,1202,0,0,0,20,0,0,0
Visual J++,1996,pl,2951,5,1996,0,0,0,20,0,0,0
MonoDevelop,2003,editor,2952,5,2003,0,0,0,20,0,0,0
Normal Distribution Equation,1823,equation,2953,5,1823,0,0,0,20,0,0,0
SK8,1988,pl,2954,5,1988,0,0,0,20,0,0,0
Vienna Development Method Specification Language,1996,pl,2955,5,1996,0,0,0,20,0,0,0
Address,1955,pl,2956,6,1955,0,0,0,20,0,0,0
AFS,1982,filesystem,2957,6,1982,0,0,0,20,0,0,0
Ampère's Circuital Equation,1961,equation,2958,6,1961,0,0,0,20,0,0,0
Apple I,1976,computingMachine,2959,6,1976,0,0,0,20,0,0,0
Atom,2014,editor,2960,6,2014,0,0,0,20,0,0,0
Coulomb's Equation,1785,equation,2961,6,1785,0,0,0,20,0,0,0
Steinberg Cubase,1989,application,2962,6,1989,0,0,0,20,0,0,0
Faraday's Induction Equation,1831,equation,2963,6,1831,0,0,0,20,0,0,0
Gauss Flux Formula,1773,equation,2964,6,1773,0,0,0,20,0,0,0
Gauss Magnetism Formula,1773,equation,2965,6,1773,0,0,0,20,0,0,0
HCCB,2007,barCodeFormat,2966,6,2007,0,0,0,20,0,0,0
HLASM,1992,assembly,2967,6,1992,0,0,0,20,0,0,0
IMac,1998,computingMachine,2968,6,1998,0,0,0,20,0,0,0
Ingres database,1974,database,2969,6,1974,0,0,0,20,0,0,0
IPad,2010,computingMachine,2970,6,2010,0,0,0,20,0,0,0
