title,appeared,type,rank,factCount,lastActivity,exampleCount,bookCount,paperCount,numberOfUsers,numberOfJobs,githubBigQuery.repos,wikipedia.dailyPageViews
Mary,1970,pl,1008,46,2001,5,0,0,55,0,0,7
Hindu-Arabic numeral system,825,numeralSystem,1009,9,1969,0,0,0,3300,0,0,656
zz,2019,pl,1010,36,2022,1,0,0,1739,0,0,0
checked-c,2015,pl,1011,19,2022,0,0,0,3292,0,0,0
WebIDL,2012,idl,1012,71,2015,3,0,0,445,0,120,45
Compiler-Compiler,1963,pl,1013,33,2002,1,0,0,315,0,0,59
A-0 system,1951,compiler,1014,16,2002,0,0,0,3220,0,0,640
Logtalk,1998,pl,1015,81,2017,4,0,4,231,0,52,2
Mech,2018,pl,1016,81,2022,1,0,0,161,0,0,0
DOML,2017,dataNotation,1017,81,2021,1,0,0,8,0,0,0
Open Data Protcol,2007,protocol,1018,41,2022,1,0,0,1241,0,0,244
storyscript,2017,pl,1019,77,2022,3,0,0,404,0,0,0
Cranelift,2016,ir,1020,16,2022,0,0,0,3109,0,0,0
mun-lang,2019,pl,1021,38,2022,3,0,0,1461,0,0,0
Nexus file,1997,textDataFormat,1022,36,2006,2,0,0,195,0,0,35
Snowman,2015,decompiler,1023,18,2022,1,0,0,3108,0,0,0
Creative Basic,2008,pl,1024,45,2008,3,0,0,35,0,0,3
FreeMarker,2000,template,1025,80,2015,2,0,0,375,0,3564,31
TI Program,1970,assembly,1026,80,1970,1,0,0,0,0,7,0
Qalb,2012,pl,1027,44,2022,3,0,0,1023,0,0,20
packagist-pm,2011,packageManager,1028,24,2022,0,0,0,3055,0,0,0
Hyperscript,2012,template,1029,32,2022,1,0,0,2726,0,0,0
SRecode Template,2000,textMarkup,1030,79,2018,3,0,0,200,0,163,0
Notepad++,2003,editor,1031,17,2009,0,0,0,3040,0,0,604
Observable,2017,pl,1032,41,2022,2,1,0,983,0,0,0
gluon,2014,pl,1033,18,2022,0,0,0,2999,0,0,0
Impala,2012,queryLanguage,1034,32,2022,0,1,0,2616,0,0,120
oil,2016,pl,1035,30,2022,0,0,0,2968,0,0,0
Jargon,1987,pl,1036,12,1987,0,0,0,2955,0,0,587
MAXScript,1996,pl,1037,77,2018,3,3,0,201,0,333,0
Sieve mail filtering language,2008,application,1038,67,2008,1,0,0,460,0,9,78
Common Object File Format,1983,binaryExecutable,1039,17,2003,0,0,0,415,0,0,79
DOODLE,1992,pl,1040,16,2002,0,0,0,2945,0,0,585
Esterel,1980,pl,1041,32,2004,1,1,0,270,0,0,50
PL360,1967,pl,1042,32,2008,1,1,0,60,0,0,8
Pan,2011,pl,1043,76,2022,4,0,0,306,0,150,4
LoomScript,2013,pl,1044,76,2014,4,0,0,201,0,7,0
P,2013,pl,1045,16,2022,0,0,0,2884,0,0,0
Luna,2011,pl,1046,19,2017,1,0,0,2882,0,0,0
Apache Lucene,1999,queryLanguage,1047,18,2010,0,0,0,955,0,0,187
Property list,2012,textMarkup,1048,18,2012,0,0,0,540,0,0,104
Pep8,2009,assembly,1049,75,2022,2,0,0,233,0,33,0
invokator,2004,pl,1050,21,2022,0,0,0,2816,0,0,0
GFA BASIC,1986,pl,1051,28,2004,2,0,0,120,0,0,20
ActivityPub,2018,protocol,1052,21,2022,0,0,0,935,0,0,0
Open Shading Language,2008,pl,1053,23,2022,0,0,0,2806,0,0,24
Stencil,2018,template,1054,28,2022,1,0,0,2785,0,0,0
Vigil,2013,esolang,1055,30,2022,3,0,0,2767,0,0,0
Umple,2008,pl,1056,39,2022,1,0,0,931,0,0,182
mathics,2012,pl,1057,27,2022,1,0,0,2746,0,0,0
Basis Codec,2019,binaryDataFormat,1058,16,2022,0,0,0,2728,0,0,0
OpenEdge ABL,2006,pl,1059,51,2016,2,0,0,710,0,2568,98
Pandoc,2006,application,1060,24,2022,0,0,0,396,0,0,75
kitten,2012,pl,1061,41,2022,3,0,0,1103,0,0,0
Spatial,2018,pl,1062,73,2022,3,13,0,317,0,0,0
Type Language,2013,pl,1063,73,2018,4,0,0,200,0,0,0
Shakespeare,2001,pl,1064,73,2015,1,0,0,195,0,0,35
SQL/PSM,1996,pl,1065,13,2007,0,0,0,225,0,0,41
Flutter,2017,framework,1066,26,2017,1,0,0,2690,0,0,534
FP,1977,pl,1067,29,2004,1,2,0,195,0,0,35
Please Build,2016,pl,1068,31,2022,1,0,0,2587,0,0,0
desktop,2008,application,1069,72,2014,2,0,0,200,0,0,0
Windows Registry Entries,1992,application,1070,72,2015,1,0,0,200,0,0,0
MOO,1993,pl,1071,72,2001,5,0,0,80,0,23,12
Treelang,1988,pl,1072,72,2008,3,0,0,30,0,0,2
GRASS,1977,pl,1073,35,2002,2,2,0,85,0,0,13
Programming Language for Business,1972,pl,1074,43,2003,1,0,0,115,0,0,19
UBASIC,1991,pl,1075,43,2005,1,0,0,70,0,0,10
Unified Diff,1990,diffFormat,1076,43,1990,1,0,0,0,0,0,0
Almquist shell,1989,pl,1077,15,2003,0,0,0,515,0,0,99
AviSynth,2000,editor,1078,34,2023,1,0,0,1902,0,0,0
Parrot Assembly,2003,assembly,1079,31,2003,1,0,0,45,0,0,5
WebP,2010,binaryDataFormat,1080,9,2010,0,0,0,2550,0,0,506
TIScript,2007,pl,1081,12,2007,0,0,0,2550,0,0,0
Hackett,2017,pl,1082,39,2022,1,0,0,1237,0,0,0
Kodu Game Lab,2009,pl,1083,22,2022,0,0,0,511,0,0,98
XHTML,2000,dataNotation,1084,25,2000,1,0,0,2525,0,0,501
Gopher,1991,protocol,1085,14,2010,0,0,0,2495,0,0,495
EXPRESS,2004,dataNotation,1086,45,2004,3,0,0,860,0,0,168
Arden syntax,1992,dataNotation,1087,71,1992,3,0,0,20,0,0,0
Stutter,2018,esolang,1088,71,2020,1,0,0,10,0,0,0
ISWIM,1966,pl,1089,26,2003,1,0,0,140,0,0,24
ARC processor,1995,isa,1090,15,2015,0,0,0,505,0,0,97
Video Graphics Array,1987,standard,1091,5,1987,0,0,0,2475,0,0,491
json-graph-format,2014,jsonFormat,1092,59,2022,1,0,0,494,0,0,0
Apache Cassandra,2008,database,1093,10,2022,0,0,0,2474,0,0,0
JSON with Comments,2001,dataNotation,1094,67,2022,11,0,0,425,0,0,0
jsil-compiler,2010,compiler,1095,22,2022,0,0,0,2461,0,0,0
Post Office Protocol,1957,protocol,1096,12,1957,0,0,0,2425,0,0,481
Script.NET,2007,pl,1097,70,2022,3,0,0,366,0,0,23
Jolie,2006,pl,1098,70,2022,1,0,0,311,0,16,18
bog,2020,pl,1099,70,2023,8,0,0,270,0,0,0
NATURAL,1971,pl,1100,70,2018,1,0,44,35,0,0,3
ColdFusion Components,1995,xmlFormat,1101,70,1995,1,0,0,0,0,0,0
Blockly,2011,library,1102,16,2014,0,0,0,485,0,0,93
InfiniBand,1999,standard,1103,7,1999,0,0,0,2390,0,0,474
Bun,2021,vm,1104,24,2022,0,0,0,2378,0,0,0
VHDL-AMS,1993,pl,1105,42,2007,3,0,0,185,0,0,33
Fable,2012,pl,1106,42,2022,3,0,1,1,0,0,0
HeLang,2022,pl,1107,15,2022,0,0,0,2366,0,0,0
Txt2tags,2001,textMarkup,1108,30,2010,2,0,0,61,0,0,8
Blade,2011,template,1109,68,2018,2,1,0,201,0,372,0
RPM Spec,1997,application,1110,68,2018,1,0,0,200,0,0,0
pasukon,2020,grammarLanguage,1111,68,2022,1,0,0,117,0,0,0
Extensible Embeddable Language,2005,pl,1112,68,2006,1,0,0,45,0,0,5
Operational Control Language,1986,pl,1113,68,2006,3,0,0,40,0,0,4
Sheep,2000,pl,1114,68,2000,2,1,0,1,0,0,0
MATH-MATIC,1957,pl,1115,34,2003,1,0,0,80,0,0,12
Autodesk Revit,1997,application,1116,13,1997,0,0,0,2330,0,0,462
TECO,1963,pl,1117,41,2022,3,0,0,235,0,0,43
Handel-C,1996,pl,1118,41,2006,3,0,0,105,0,0,17
Turbo Assembler,1989,pl,1119,29,2004,1,0,0,365,0,0,69
souper,2014,optimizingCompiler,1120,14,2022,0,0,0,2233,0,0,0
dexvis,2012,application,1121,20,2022,0,0,0,2225,0,0,0
M4Sugar,2003,pl,1122,67,2003,1,0,0,200,0,0,0
llhd,2016,hardwareDescriptionLanguage,1123,67,2016,1,0,0,1,0,0,0
hurl,2020,application,1124,31,2022,0,0,0,2159,0,0,0
Opal,1994,pl,1125,66,2020,4,0,0,288,0,10,11
EGL,2008,pl,1126,66,2008,3,1,0,150,0,0,26
Touch,2020,textMarkup,1127,66,2022,2,0,0,16,0,0,0
FML,2012,pl,1128,66,2012,5,0,0,0,0,0,0
C2,2012,pl,1129,40,2022,0,0,0,755,0,0,0
VCF,2011,textDataFormat,1130,40,2015,1,0,0,655,0,0,127
Cypher Query Language,2011,queryLanguage,1131,40,2014,4,0,0,466,0,0,79
Lingo,1988,pl,1132,40,2004,3,0,0,220,0,0,40
MXML,2004,xmlFormat,1133,40,2004,3,0,0,180,0,0,32
Hyperscript,2020,pl,1134,39,2022,1,0,0,1039,0,0,0
BQN,2020,pl,1135,46,2023,1,0,0,727,0,0,0
plot,2019,template,1136,29,2022,1,0,0,2138,0,0,0
asterius-compiler,2017,compiler,1137,15,2022,0,0,0,2101,0,0,0
HL7,1989,pl,1138,23,2022,0,1,0,2086,0,0,413
Smiles,1988,textDataFormat,1139,15,1988,1,0,0,2085,0,0,413
ACL2,1990,pl,1140,29,2002,0,2,0,195,0,0,35
Object Rexx,1988,pl,1141,29,2022,0,0,0,106,0,0,17
Locomotive BASIC,1984,pl,1142,29,2003,2,0,0,105,0,0,17
Quaint,2014,textMarkup,1143,65,2022,3,0,0,30,0,0,0
tidyverse,2016,library,1144,22,2022,0,0,0,2032,0,0,0
Open Database Connectivity,1990,protocol,1145,12,1990,0,0,0,2030,0,0,402
SRL,2016,queryLanguage,1146,30,2022,1,0,0,2027,0,0,0
XBLite,2001,pl,1147,33,2008,3,0,0,60,0,0,8
PEARL,1977,pl,1148,19,2005,0,0,0,435,0,0,83
opam-pm,2012,packageManager,1149,20,2022,0,0,0,2014,0,0,0
SSI,2004,template,1150,16,2010,0,0,0,740,0,0,144
WHOIS,1970,protocol,1151,10,1970,0,0,0,2010,0,0,398
Lamdu,2011,pl,1152,16,2022,0,0,0,2004,0,0,0
lamdu-editor,2011,editor,1153,20,2022,0,0,0,2004,0,0,0
Jison Lex,2013,pl,1154,64,2022,1,0,0,341,0,0,0
Maya Embedded Language,2013,pl,1155,64,2013,3,0,0,270,0,0,50
Logos,2010,pl,1156,64,2016,4,0,0,200,0,4497,0
Carpet,1997,pl,1157,64,1997,1,0,0,0,0,0,0
Molfile,1979,textDataFormat,1158,64,1979,1,0,0,0,0,0,0
Google Apps Script,2009,pl,1159,34,2011,3,0,0,735,0,0,143
erg,2022,pl,1160,18,2022,0,0,0,1989,0,0,0
Flix,2016,pl,1161,13,2023,0,0,0,1983,0,0,0
Kaggle,2010,application,1162,16,2022,0,0,0,1981,0,0,392
Linotte,2005,pl,1163,37,2022,1,0,0,1100,0,0,8
Rpm,1997,packageManager,1164,20,2022,0,0,0,1976,0,0,391
I-expressions,2003,dataNotation,1165,26,2003,1,0,0,0,0,0,0
Speedcoding,1953,pl,1166,17,2006,0,0,0,335,0,0,63
Wasp,2019,pl,1167,20,2022,0,0,0,1972,0,0,0
ALGO,1958,pl,1168,39,2004,1,0,0,235,0,0,43
OpenNN,2003,library,1169,18,2022,0,0,0,1968,0,0,11
SmallBASIC,2001,pl,1170,28,2022,0,0,0,331,0,0,15
bpkg-pm,2017,packageManager,1171,22,2022,0,0,0,1934,0,0,0
crush,2020,pl,1172,23,2022,0,3,0,1919,0,0,0
spry,2015,pl,1173,56,2022,4,0,0,449,0,0,0
Reko,2007,decompiler,1174,16,2022,0,0,0,1910,0,0,0
Query by Example,1969,pl,1175,18,2005,1,0,0,700,0,0,136
network embedded systems C,2002,pl,1176,45,2022,0,0,0,673,0,468,37
HiveQL,2011,queryLanguage,1177,63,2017,4,0,0,201,0,143,0
Dak,2022,pl,1178,63,2022,1,0,0,2,0,0,0
comby,2019,grammarLanguage,1179,23,2022,1,0,0,1890,0,0,0
XC,2005,pl,1180,62,2015,2,0,0,375,0,444,31
X Font Directory Index,1991,application,1181,62,2018,2,0,0,200,0,0,0
XCompose,2006,application,1182,62,2016,2,0,0,200,0,0,0
BlooP,1979,esolang,1183,62,2004,3,1,0,185,0,0,33
Violent ES,2022,pl,1184,62,2022,1,0,0,5,0,0,0
YAWL,2006,pl,1185,32,2022,0,1,0,292,0,0,22
Roc,2020,pl,1186,13,2023,0,0,0,1860,0,0,0
Newick format,1986,textDataFormat,1187,22,2006,2,0,0,410,0,0,78
IBM 1620,1959,assembly,1188,25,2002,1,1,0,320,0,0,60
leo-editor,2013,editor,1189,20,2022,0,0,0,1851,0,0,0
Genshi,2006,template,1190,38,2006,1,0,0,60,0,115,8
Xgboost,2014,binaryDataFormat,1191,17,2016,0,0,0,1830,0,0,362
PDP-11,1970,computingMachine,1192,11,1975,0,0,0,1825,0,0,361
ELLA,1979,pl,1193,61,2008,1,0,0,70,0,0,10
Guix Workflow Language,2017,pl,1194,61,2017,3,0,0,1,0,0,0
tiledb,2017,database,1195,19,2022,0,0,0,1824,0,0,0
haste,2014,pl,1196,21,2022,0,0,0,1794,0,0,0
Ternary numeral system,2001,notation,1197,9,2001,0,0,0,1785,0,0,353
Cyber,2022,pl,1198,60,2023,10,0,0,295,0,0,0
EEX,2012,template,1199,60,2018,2,0,0,201,0,0,0
JSX,2013,template,1200,60,2022,2,0,0,201,0,0,0
MACRO-10,1978,pl,1201,60,2009,4,0,0,40,0,0,4
snakemake,2012,pl,1202,60,2012,1,0,0,0,0,0,0
Flow9,2010,pl,1203,45,2022,5,0,0,627,0,0,0
femtolisp,2008,pl,1204,16,2022,0,0,0,1719,0,0,0
Swallow,2021,pl,1205,13,2022,0,0,0,1708,0,0,0
Glicol,2020,musicalNotation,1206,36,2022,1,0,0,1059,0,0,0
Spline Font Database,2004,application,1207,59,2018,1,0,0,200,0,0,0
KRL,1976,pl,1208,59,2002,4,1,0,90,0,30,14
Q#,2017,pl,1209,59,2017,4,0,0,1,0,4,0
roy,2011,pl,1210,36,2022,2,1,0,1054,0,0,0
Sweave,2002,template,1211,31,2008,1,0,0,150,0,0,26
Newspeak,2006,pl,1212,31,2017,1,0,0,106,0,0,17
NS Basic,1994,pl,1213,31,2018,4,0,0,105,0,0,17
astroml,2012,library,1214,23,2022,0,0,0,1684,0,0,0
kona,2010,pl,1215,25,2022,1,0,0,1659,0,0,0
Lux,2014,pl,1216,16,2022,0,0,0,1655,0,0,0
GNU nano,2000,editor,1217,22,2022,0,0,0,606,0,0,117
3DS,1990,binaryDataFormat,1218,52,2009,1,0,0,470,0,0,90
CFEngine,1993,application,1219,58,2022,2,1,0,301,0,0,56
Plus,1976,pl,1220,58,2010,4,0,0,60,0,0,8
exkited,2018,template,1221,58,2020,1,0,0,6,0,0,0
Module Management System,2005,pl,1222,58,2005,3,0,0,0,0,1322,0
turnstile,2017,grammarLanguage,1223,58,2017,3,0,0,0,0,0,0
lobster,2011,pl,1224,21,2022,0,0,0,1626,0,0,0
XML Binding Language,2000,xmlFormat,1225,19,2004,1,0,0,595,0,0,115
Superjson,2014,dataNotation,1226,23,2022,7,0,0,1623,0,0,0
clash,2015,pl,1227,21,2023,0,0,0,1621,0,0,0
Punycode,2003,characterEncoding,1228,12,2003,0,0,0,1585,0,0,313
1C Enterprise Script,2002,pl,1229,57,2018,3,0,0,200,0,274,0
tht,2017,pl,1230,57,2022,3,0,0,116,0,0,0
monte,2014,pl,1231,57,2022,2,15,0,106,0,0,0
dslx,2020,pl,1232,57,2020,3,0,0,0,0,0,0
PLZ,1979,pl,1233,57,1979,1,0,0,0,0,0,0
fetlang,2017,esolang,1234,28,2022,2,0,0,1553,0,0,0
General Purpose Simulation System,1960,pl,1235,30,2004,1,1,0,225,0,0,41
CLISP,1973,pl,1236,30,2004,2,0,0,175,0,0,31
Earl Grey,2014,pl,1237,36,2017,1,0,0,508,0,0,0
Rc,1989,pl,1238,36,2003,4,0,2,345,0,0,65
F,1996,pl,1239,36,2004,3,0,0,280,0,0,52
rason,2015,pl,1240,36,2022,1,0,0,1,0,0,0
Berry,2018,pl,1241,22,2022,1,0,0,1522,0,0,0
Ć,2011,pl,1242,23,2022,1,0,0,1522,0,0,0
Xbasic,1988,pl,1243,56,2006,5,0,0,25,0,0,1
Markus,2020,queryLanguage,1244,56,2021,1,0,0,3,0,0,0
Mesa,1970,pl,1245,18,2001,0,0,0,205,0,0,37
DNS over HTTPS,2018,protocol,1246,13,2018,0,0,0,1515,0,0,299
TAP,1988,protocol,1247,53,2022,1,2,0,429,0,0,56
Sinclair BASIC,1979,pl,1248,19,2003,1,0,0,235,0,0,43
PLANNER,1969,pl,1249,27,2002,0,0,5,155,0,0,27
HP BASIC for OpenVMS,1982,pl,1250,27,2005,1,0,0,75,0,0,11
SuperBASIC,1984,pl,1251,27,2004,1,0,0,65,0,0,9
Asterisk,1999,application,1252,23,2004,1,0,0,1506,0,0,287
MurmurHash,2008,hashFunction,1253,11,2008,0,0,0,1505,0,0,297
Differential Datalog,2018,pl,1254,24,2022,0,0,0,1496,0,0,0
XPages,2008,application,1255,55,2018,1,0,0,316,0,33,19
Gentoo Ebuild,1999,pl,1256,55,2018,3,0,0,286,0,0,13
Vale,2017,assembly,1257,55,2022,3,0,0,272,0,0,0
MIRC scripting language,1995,pl,1258,55,2022,2,0,0,256,0,0,37
HXML,2009,application,1259,55,2018,2,0,0,200,0,0,0
gentee,2018,pl,1260,55,2022,3,0,0,130,0,0,0
PROMAL,1986,pl,1261,55,2004,3,0,0,55,0,0,7
Executable JSON,2013,pl,1262,55,2013,1,0,0,1,0,0,0
relax,2000,grammarLanguage,1263,55,2000,1,0,0,1,0,0,0
Rescript,2020,pl,1264,55,2022,5,0,0,1,0,54,0
Stackless Python,1998,interpreter,1265,14,2005,0,0,0,360,0,0,68
kasaya,2018,application,1266,16,2020,0,0,0,1483,0,0,0
dex,2018,pl,1267,27,2022,3,0,0,1482,0,0,0
MASM,1981,pl,1268,19,2022,0,0,0,1480,0,0,0
miniML_error,2013,plzoo,1269,17,2022,0,0,0,1467,0,0,0
lem-editor,2015,editor,1270,14,2022,0,0,0,1459,0,0,0
harlan,2011,pl,1271,15,2022,0,0,0,1452,0,0,0
sile,2012,textMarkup,1272,20,2022,0,0,0,1450,0,0,0
FOCUS,1997,pl,1273,24,2004,0,4,0,265,0,0,49
AsciiMath,2014,textMarkup,1274,21,2022,1,0,0,1447,0,0,0
spider,2014,pl,1275,17,2017,0,0,0,1440,0,0,0
XUML,2002,pl,1276,16,2006,0,0,0,355,0,0,67
Z-machine,1980,pl,1277,17,2001,0,0,0,355,0,0,67
Interlisp,1966,pl,1278,22,2003,0,1,0,120,0,0,20
NestedText,2020,dataNotation,1279,54,2022,3,0,0,305,0,0,0
JAL compiler,2000,compiler,1280,54,2023,1,0,0,116,0,0,7
Frost,2017,pl,1281,54,2022,1,0,0,47,0,0,0
Cali-Lang,2015,pl,1282,54,2021,1,0,0,3,0,0,0
Em,2020,textMarkup,1283,54,2020,1,0,0,1,0,0,0
FAUST,2002,pl,1284,29,2015,0,0,0,171,0,22,30
Template Attribute Language,2007,template,1285,29,2007,2,0,0,115,0,0,19
GLBasic,2003,pl,1286,29,2022,1,0,0,101,0,0,16
EXEC,1966,pl,1287,29,2007,1,2,0,60,0,0,8
Zonnon,2003,pl,1288,29,2013,2,0,0,55,0,0,7
reflex-framework,2015,framework,1289,16,2022,0,0,0,1424,0,0,0
tea,2021,packageManager,1290,22,2022,0,0,0,1423,0,0,0
Knitr,2012,template,1291,26,2013,1,0,1,260,0,0,48
Typed Lua,2019,pl,1292,15,2022,0,0,0,1415,0,0,0
hobbes,2017,pl,1293,19,2022,0,0,0,1415,0,0,0
Ch computer programming,2001,pl,1294,23,2022,0,0,0,256,0,0,47
WML,1998,xmlFormat,1295,27,2002,1,5,0,340,0,0,64
Hocon,2011,dataNotation,1296,35,2015,9,0,0,266,0,0,49
CIR,2020,ir,1297,35,2022,3,0,0,167,0,0,0
Parrot BASIC,2009,pl,1298,35,2016,3,0,0,25,0,0,1
circle-lang,2019,pl,1299,21,2022,0,0,0,1391,0,0,0
cityhash-hash-function,2011,hashFunction,1300,15,2022,0,0,0,1380,0,0,0
Google Sheets,2006,application,1301,18,2014,0,0,0,1380,0,0,272
Autocode,1954,pl,1302,21,2005,1,0,0,255,0,0,47
Smartsheet,2006,application,1303,9,2006,0,0,0,1370,0,0,270
lispyscript,2012,pl,1304,38,2022,3,0,0,756,0,0,0
UnrealScript,1998,pl,1305,53,2018,1,7,0,285,0,9501,13
Grammatical Framework,1998,grammarLanguage,1306,53,2018,4,0,0,265,0,37,9
Parser 3,1997,pl,1307,53,2022,6,0,0,61,0,0,8
BARE,2020,idl,1308,53,2020,1,0,0,1,0,0,0
Hierarchical File System,1985,filesystem,1309,17,2002,0,0,0,505,0,0,97
ferret,2017,pl,1310,33,2022,1,0,0,1139,0,0,0
score,2013,pl,1311,22,2022,0,0,0,1343,0,0,0
International System of Quantities,2009,schema,1312,17,2009,0,0,0,490,0,0,94
XSD,2001,dataValidationLanguage,1313,21,2001,1,0,0,1320,0,0,260
Assembly CLI,2005,library,1314,26,2008,1,0,0,240,0,0,44
COMAL,1973,pl,1315,26,2003,1,0,0,135,0,0,23
AL,2016,pl,1316,14,2022,0,0,0,1295,0,0,0
Mako,2006,template,1317,52,2022,1,0,0,201,0,4341,0
Rapira,1987,pl,1318,52,2022,4,0,0,151,0,0,19
Simple Actor Language System and Architecture,2001,pl,1319,52,2005,3,0,0,91,0,0,14
Adept,2018,pl,1320,52,2022,1,0,0,89,0,0,0
Frink,2001,pl,1321,52,2022,5,0,0,61,0,0,8
Nios II,2000,isa,1322,15,2005,0,0,0,485,0,0,93
dub-pm,2012,packageManager,1323,20,2022,0,0,0,1289,0,0,0
atomspace,2008,application,1324,15,2022,0,0,0,1279,0,0,0
bee,2019,pl,1325,20,2022,0,0,0,1275,0,0,0
Object Linking and Embedding,1990,protocol,1326,12,1990,0,0,0,1270,0,0,250
NGS,2013,pl,1327,26,2022,0,0,0,1270,0,0,0
.QL,2007,pl,1328,23,2007,1,0,0,316,0,0,59
fo,2018,pl,1329,18,2022,0,0,0,1268,0,0,0
BitBake,2004,pl,1330,51,2008,3,0,0,326,0,1040,61
Noweb,1989,textMarkup,1331,51,2022,1,0,0,259,0,0,0
Gherkin,2008,pl,1332,51,2017,3,0,0,201,0,4844,0
flagship,1986,pl,1333,51,2022,4,0,2,1,0,0,0
Swagger,2011,framework,1334,20,2022,0,0,0,1256,0,0,247
Scroll,2020,textMarkup,1335,34,2022,3,0,0,285,0,0,0
LUCID,1976,pl,1336,34,2005,1,2,0,115,0,0,19
Cayenne,1998,pl,1337,34,2006,1,0,0,75,0,0,11
Fully Automated Compiling Technique,1959,pl,1338,34,2008,1,0,0,55,0,0,7
Schema.org,2011,dataValidationLanguage,1339,36,2022,1,0,0,791,0,0,154
Pyret,2012,pl,1340,16,2022,0,0,0,1241,0,0,0
curv,2016,pl,1341,21,2022,0,0,0,1239,0,0,0
Confluence,2004,textMarkup,1342,19,2022,1,1,0,1233,0,0,0
XBRL,2003,xmlFormat,1343,9,2003,0,0,0,1225,0,0,241
mpl,1988,pl,1344,50,1988,1,0,0,1,0,0,0
SATySFi,2015,textMarkup,1345,13,2022,0,0,0,1195,0,0,0
Sam Coupé,1989,pl,1346,14,2003,0,0,0,230,0,0,42
Mond,2014,pl,1347,49,2022,1,0,0,360,0,0,0
Handlebars,2010,template,1348,49,2022,2,0,0,251,0,7598,0
ObjDump,1991,application,1349,49,2014,1,0,0,215,0,0,-1
ApacheConf,1995,application,1350,49,2016,1,0,0,201,0,68565,0
tcsh,1983,pl,1351,49,2018,3,3,0,200,0,0,0
Orc,2004,pl,1352,49,2007,4,0,0,86,0,0,13
Caltech Intermediate Form,1980,pl,1353,49,2006,1,0,0,70,0,0,10
Recfiles,1994,dataNotation,1354,49,1994,3,0,0,15,0,0,-1
ddfql,2016,queryLanguage,1355,49,2016,3,0,0,0,0,0,0
Fast Healthcare Interoperability Resources,2011,standard,1356,12,2017,0,0,0,1180,0,0,232
BASIC Stamp,1990,pl,1357,15,2004,0,0,0,195,0,0,35
NuGet,2010,packageManager,1358,16,2022,0,0,0,1171,0,0,230
Gerbil Scheme,2016,pl,1359,23,2022,1,0,0,1169,0,0,0
basic calculator,1975,pl,1360,45,2004,4,0,0,440,0,0,84
Revolution,1993,pl,1361,29,2022,1,0,0,1149,0,0,2
GN,2015,application,1362,48,2022,1,0,0,323,0,0,0
Subleq,2009,isa,1363,48,2022,2,0,0,134,0,0,0
Qore,2006,pl,1364,48,2022,2,0,0,120,0,0,6
Avail,2010,pl,1365,48,2022,1,0,0,59,0,0,0
neeilang,2019,pl,1366,48,2022,3,0,0,49,0,0,0
hilvl,2015,pl,1367,48,2021,3,0,0,7,0,0,0
PowerQuery M,2015,queryLanguage,1368,48,2015,5,0,0,1,0,0,0
Ren,2013,dataNotation,1369,48,2014,2,0,0,1,0,0,0
Pomsky,2022,pl,1370,19,2023,1,0,0,1115,0,0,0
Dale,2013,pl,1371,25,2022,0,0,0,1111,0,0,0
BASIC Programming,1979,pl,1372,16,2003,0,0,0,285,0,0,53
Wyvern,2012,pl,1373,35,2022,2,0,0,794,0,0,8
Connection Machine,1990,pl,1374,17,2002,0,0,0,430,0,0,82
Extended file system,1992,filesystem,1375,17,2004,0,0,0,430,0,0,82
hamler,2019,pl,1376,28,2022,1,0,0,1097,0,0,0
xodio,2015,visual,1377,20,2022,0,0,0,1089,0,0,0
kitlang,2018,pl,1378,20,2022,0,0,0,1082,0,0,0
Passerine,2021,pl,1379,16,2022,0,0,0,1081,0,0,0
Integer BASIC,1977,pl,1380,16,2003,0,0,0,180,0,0,32
AMOS,1990,pl,1381,27,2001,2,0,0,190,0,0,34
Z++,1991,pl,1382,27,2002,1,0,0,165,0,0,29
CFScript,1999,pl,1383,27,2006,3,0,0,55,0,0,7
SdlBasic,2002,pl,1384,27,2007,1,0,0,40,0,0,4
CSVw,2014,dataValidationLanguage,1385,47,2022,1,0,0,305,0,0,0
Yet Another Scripting Language,2017,pl,1386,47,2022,3,0,0,100,0,0,0
Aheui,2012,esolang,1387,47,2022,2,0,0,70,0,0,0
Formatted Table,1990,dataNotation,1388,47,1990,2,0,0,0,0,0,0
holyc,2005,pl,1389,47,2005,3,0,0,0,0,9,0
Babylonian numerals,-2000,numeralSystem,1390,10,1969,0,0,0,1070,0,0,210
hashlink,2015,bytecode,1391,20,2022,0,0,0,1048,0,0,0
Redcode,1984,pl,1392,38,2003,1,0,0,575,0,109,111
JavaFX Script,2005,pl,1393,32,2007,1,0,0,156,0,0,27
Etoys,1996,pl,1394,19,2006,0,0,0,175,0,0,31
Caramel,2020,pl,1395,16,2022,0,0,0,1044,0,0,0
SFC,1993,pl,1396,17,2008,0,0,0,410,0,0,78
neut,2018,pl,1397,34,2022,3,0,0,816,0,0,0
International Chemical Identifier,2005,textDataFormat,1398,11,2005,0,0,0,1030,0,0,202
Memex,1945,computingMachine,1399,13,1959,0,0,0,1025,0,0,201
vdscript,2000,pl,1400,25,2013,1,0,0,1021,0,0,0
SQF,2002,pl,1401,46,2018,2,0,0,200,0,609,0
txr,2009,pl,1402,46,2009,1,0,0,1,0,0,0
Zimpl,2004,pl,1403,46,2004,3,0,0,1,0,37,0
Genero Business Development Language,2010,pl,1404,46,2010,1,0,0,0,0,14,0
firrtl,2015,ir,1405,15,2022,0,0,0,1018,0,0,0
Snap!,2011,pl,1406,18,2011,0,0,0,405,0,0,77
